year,month,total,min,max
1960,1,144.80,0.00,668.30
1960,2,99.60,0.00,278.40
1960,3,69.30,0.00,371.00
1960,4,10.20,0.00,47.00
1960,5,10.40,0.00,26.40
1960,6,22.10,0.00,83.70
1960,7,21.60,0.00,79.70
1960,8,3.00,0.00,10.30
1960,9,1.00,0.00,1.00
1960,10,15.00,0.00,19.60
1960,11,4.10,0.00,15.00
1961,12,14.20,0.00,53.30
1961,1,62.50,0.00,168.60
1961,2,18.80,0.00,81.00
1961,3,95.80,0.00,332.50
1961,4,31.00,0.00,169.60
1961,5,53.60,0.00,117.00
1961,6,2.80,0.00,8.10
1961,7,7.90,0.00,19.90
1961,8,8.90,0.00,18.30
1961,9,12.20,0.00,25.30
1961,10,18.80,0.00,26.60
1961,11,13.70,0.00,47.50
1962,12,43.40,0.00,126.60
1962,1,124.70,0.00,525.80
1962,2,130.60,0.00,478.40
1962,3,41.90,0.00,144.00
1962,4,41.70,0.00,140.10
1962,5,7.10,0.00,15.50
1962,6,30.70,0.00,109.00
1962,7,27.70,0.00,85.70
1962,8,14.20,0.00,17.50
1962,9,80.00,0.00,128.10
1962,10,0.00,0.00,0.00
1962,11,16.80,0.00,28.90
1963,12,7.10,0.00,44.60
1963,1,155.70,0.00,623.90
1963,2,169.20,0.00,959.40
1963,3,58.20,0.00,242.40
1963,4,240.80,0.00,524.70
1963,5,61.00,0.00,131.90
1963,6,17.80,0.00,30.10
1963,7,5.10,0.00,8.90
1963,8,8.90,0.00,13.00
1963,9,6.90,0.00,12.20
1963,10,16.00,0.00,65.00
1963,11,16.80,0.00,41.90
1964,12,40.60,0.00,114.40
1964,1,106.70,0.00,436.10
1964,2,136.10,0.00,393.70
1964,3,298.50,0.00,745.80
1964,4,42.90,0.00,121.50
1964,5,156.20,0.00,408.20
1964,6,4.60,0.00,10.20
1964,7,12.40,0.00,36.60
1964,8,7.90,0.00,22.20
1964,9,28.20,0.00,95.40
1964,10,38.40,0.00,136.00
1964,11,25.70,0.00,81.80
1965,12,233.90,0.00,296.70
1965,1,45.70,0.00,223.40
1965,2,110.00,0.00,376.50
1965,3,84.30,0.00,417.00
1965,4,75.90,0.00,249.30
1965,5,35.80,0.00,184.20
1965,6,62.20,0.00,220.80
1965,7,16.30,0.00,23.60
1965,8,3.60,0.00,7.20
1965,9,2.00,0.00,2.80
1965,10,21.30,0.00,54.40
1965,11,11.70,0.00,37.20
1966,12,30.50,0.00,175.30
1966,1,31.80,0.00,215.70
1966,2,38.10,0.00,104.90
1966,3,79.80,0.00,231.80
1966,4,25.10,0.00,124.80
1966,5,20.10,0.00,82.80
1966,6,14.20,0.00,81.20
1966,7,9.40,0.00,20.60
1966,8,14.20,0.00,64.50
1966,9,0.00,0.00,0.00
1966,10,3.60,0.00,11.30
1966,11,18.80,0.00,72.20
1967,12,15.70,0.00,71.10
1967,1,8.90,0.00,57.50
1967,2,228.10,0.00,550.30
1967,3,425.50,0.00,991.50
1967,4,40.60,0.00,157.80
1967,5,50.30,0.00,172.40
1967,6,51.10,0.00,113.20
1967,7,17.80,0.00,51.90
1967,8,5.30,0.00,13.30
1967,9,0.00,0.00,0.00
1967,10,29.50,0.00,41.30
1967,11,32.80,0.00,98.40
1968,12,19.10,0.00,37.50
1968,1,167.90,0.00,581.40
1968,2,237.50,0.00,794.10
1968,3,50.00,0.00,144.00
1968,4,122.20,0.00,222.10
1968,5,29.00,0.00,122.60
1968,6,7.90,0.00,15.00
1968,7,13.50,0.00,63.10
1968,8,21.60,0.00,23.90
1968,9,10.40,0.00,16.50
1968,10,5.10,0.00,13.70
1968,11,12.70,0.00,25.00
1969,12,21.60,0.00,43.10
1969,1,250.40,0.00,782.40
1969,2,78.50,0.00,226.40
1969,3,199.40,0.00,427.30
1969,4,22.40,0.00,73.20
1969,5,50.50,0.00,92.00
1969,6,41.90,0.00,141.20
1969,7,41.90,0.00,213.30
1969,8,8.40,0.00,30.00
1969,9,31.80,0.00,41.90
1969,10,17.80,0.00,39.70
1969,11,9.10,0.00,10.90
1970,12,45.70,0.00,145.00
1970,1,111.50,0.00,142.00
1970,2,179.10,0.00,459.20
1970,3,160.00,0.00,679.50
1970,4,44.50,0.00,182.10
1970,5,13.00,0.00,48.20
1970,6,10.90,0.00,38.70
1970,7,7.10,0.00,26.40
1970,8,36.80,0.00,69.30
1970,9,6.40,0.00,10.20
1970,10,10.70,0.00,31.50
1970,11,118.10,0.00,245.00
1971,12,57.20,0.00,195.70
1971,1,20.60,0.00,65.60
1971,2,144.80,0.00,526.20
1971,3,239.80,0.00,995.60
1971,4,147.30,0.00,587.00
1971,5,14.20,0.00,30.20
1971,6,18.00,0.00,47.00
1971,7,10.40,0.00,20.00
1971,8,4.60,0.00,16.00
1971,9,3.00,0.00,4.00
1971,10,7.40,0.00,7.70
1971,11,43.90,0.00,103.30
1972,12,87.90,0.00,142.00
1972,1,237.70,0.00,598.60
1972,2,181.60,0.00,808.70
1972,3,152.90,0.00,743.70
1972,4,25.10,0.00,111.40
1972,5,34.30,0.00,143.00
1972,6,34.50,0.00,113.20
1972,7,2.50,0.00,2.80
1972,8,4.80,0.00,12.00
1972,9,28.70,0.00,127.90
1972,10,0.00,0.00,0.00
1972,11,18.80,0.00,36.30
1973,12,10.90,0.00,35.80
1973,1,55.90,0.00,136.10
1973,2,99.10,0.00,391.00
1973,3,141.70,0.00,635.20
1973,4,98.00,0.00,463.10
1973,5,27.20,0.00,83.80
1973,6,26.70,0.00,105.50
1973,7,14.50,0.00,37.50
1973,8,11.20,0.00,16.10
1973,9,28.20,0.00,49.40
1973,10,23.60,0.00,73.70
1973,11,49.50,0.00,240.40
1974,12,172.70,0.00,656.40
1974,1,47.20,0.00,299.90
1974,2,437.00,0.00,842.80
1974,3,173.00,0.00,802.20
1974,4,24.00,0.00,65.00
1974,5,16.00,0.00,125.00
1974,6,6.00,0.00,11.40
1974,7,3.00,0.00,6.00
1974,8,18.00,0.00,31.00
1974,9,13.50,0.00,31.50
1974,10,11.00,0.00,13.00
1974,11,25.00,0.00,53.40
1975,12,244.00,0.00,361.00
1975,1,66.00,0.00,219.20
1975,2,142.00,0.00,532.00
1975,3,58.00,0.00,308.80
1975,4,57.00,0.00,180.00
1975,5,44.00,0.00,75.40
1975,6,42.00,0.00,113.00
1975,7,22.00,0.00,79.00
1975,8,16.00,0.00,31.00
1975,9,37.00,0.00,114.00
1975,10,68.00,0.00,154.80
1975,11,125.00,0.00,136.00
1976,12,182.00,0.00,797.30
1976,1,33.00,0.00,130.20
1976,2,178.50,0.00,442.00
1976,3,75.00,0.00,290.40
1976,4,45.00,0.00,189.40
1976,5,12.00,0.00,27.00
1976,6,6.00,0.00,8.00
1976,7,10.00,0.00,10.00
1976,8,10.00,0.00,10.00
1976,9,10.00,0.00,12.00
1976,10,9.00,0.00,17.00
1976,11,10.00,0.00,30.00
1977,12,222.50,0.00,484.50
1977,1,146.00,0.00,347.00
1977,2,168.00,0.00,1027.50
1977,3,541.00,0.00,865.00
1977,4,108.00,0.00,456.00
1977,5,79.00,0.00,174.00
1977,6,21.00,0.00,60.80
1977,7,15.00,0.00,34.00
1977,8,31.00,0.00,102.00
1977,9,21.00,0.00,56.00
1977,10,10.00,0.00,27.00
1977,11,41.00,0.00,50.40
1978,12,38.00,0.00,85.60
1978,1,191.00,0.00,544.00
1978,2,67.00,0.00,220.80
1978,3,59.00,0.00,164.00
1978,4,73.00,0.00,86.00
1978,5,31.00,0.00,122.00
1978,6,4.00,0.00,5.00
1978,7,8.00,0.00,13.00
1978,8,22.00,0.00,43.00
1978,9,7.00,0.00,15.00
1978,10,56.00,0.00,152.50
1978,11,38.00,0.00,99.10
1979,12,74.00,0.00,226.70
1979,1,535.00,0.00,2940.00
1979,2,243.00,0.00,575.00
1979,3,292.00,0.00,593.80
1979,4,89.00,0.00,174.90
1979,5,15.00,0.00,88.50
1979,6,77.00,0.00,131.10
1979,7,13.00,0.00,33.40
1979,8,32.00,0.00,34.50
1979,9,8.00,0.00,17.40
1979,10,5.50,0.00,21.20
1979,11,4.00,0.00,4.70
1980,12,23.00,0.00,54.00
1980,1,47.00,0.00,164.00
1980,2,147.00,0.00,396.70
1980,3,65.00,0.00,340.50
1980,4,29.00,0.00,136.00
1980,5,32.00,0.00,121.00
1980,6,25.00,0.00,78.00
1980,7,15.00,0.00,35.00
1980,8,42.00,0.00,109.00
1980,9,0.00,0.00,0.00
1980,10,11.00,0.00,20.50
1980,11,15.00,0.00,28.00
1981,12,39.00,0.00,111.00
1981,1,316.00,0.00,1341.50
1981,2,248.00,0.00,537.00
1981,3,33.00,0.00,97.00
1981,4,13.00,0.00,74.00
1981,5,54.00,0.00,176.00
1981,6,6.00,0.00,7.00
1981,7,70.00,0.00,110.00
1981,8,0.00,0.00,0.00
1981,9,16.00,0.00,48.50
1981,10,7.00,0.00,33.00
1981,11,91.00,0.00,166.00
1982,12,21.00,0.00,68.40
1982,1,53.00,0.00,134.00
1982,2,25.00,0.00,120.00
1982,3,68.00,0.00,419.00
1982,4,92.00,0.00,309.00
1982,5,12.00,0.00,47.00
1982,6,12.00,0.00,21.50
1982,7,2.00,0.00,3.00
1982,8,18.00,0.00,111.50
1982,9,3.00,0.00,6.00
1982,10,9.00,0.00,9.00
1982,11,39.00,0.00,88.00
1983,12,13.00,0.00,49.00
1983,1,13.00,0.00,71.00
1983,2,8.00,0.00,16.50
1983,3,169.00,0.00,612.00
1983,4,26.00,0.00,98.00
1983,5,68.00,0.00,294.00
1983,6,9.00,0.00,12.00
1983,7,7.00,0.00,26.00
1983,8,33.00,0.00,95.50
1983,9,36.00,0.00,107.00
1983,10,87.00,0.00,91.00
1983,11,37.00,0.00,82.50
1984,12,27.00,0.00,82.00
1984,1,61.00,0.00,190.00
1984,2,71.00,0.00,476.00
1984,3,126.00,0.00,323.00
1984,4,74.00,0.00,117.00
1984,5,22.00,0.00,64.00
1984,6,19.00,0.00,35.00
1984,7,39.00,0.00,69.00
1984,8,7.00,0.00,7.00
1984,9,3.00,0.00,3.00
1984,10,16.00,0.00,48.00
1984,11,49.00,0.00,155.00
1985,12,32.00,0.00,117.00
1985,1,314.00,0.00,615.00
1985,2,281.00,0.00,687.50
1985,3,177.00,0.00,615.00
1985,4,69.00,0.00,235.00
1985,5,23.00,0.00,110.60
1985,6,12.00,0.00,18.20
1985,7,13.00,0.00,13.00
1985,8,11.00,0.00,15.50
1985,9,10.00,0.00,16.40
1985,10,33.00,0.00,91.00
1985,11,57.00,0.00,113.50
1986,12,15.00,0.00,43.50
1986,1,138.00,0.00,457.00
1986,2,108.00,0.00,275.00
1986,3,29.00,0.00,202.00
1986,4,104.00,0.00,336.00
1986,5,25.00,0.00,90.00
1986,6,27.00,0.00,69.00
1986,7,30.00,0.00,52.50
1986,8,14.00,0.00,48.50
1986,9,11.00,0.00,16.00
1986,10,29.00,0.00,39.00
1986,11,30.00,0.00,71.00
1987,12,17.00,0.00,61.00
1987,1,33.00,0.00,126.00
1987,2,213.00,0.00,661.00
1987,3,33.00,0.00,121.00
1987,4,63.00,0.00,313.00
1987,5,48.00,0.00,97.00
1987,6,50.00,0.00,160.00
1987,7,80.00,0.00,101.00
1987,8,30.00,0.00,38.00
1987,9,19.00,0.00,61.00
1987,10,32.00,0.00,34.00
1987,11,19.00,0.00,64.00
1988,12,36.00,0.00,171.00
1988,1,13.00,0.00,70.00
1988,2,33.00,0.00,149.00
1988,3,65.00,0.00,320.00
1988,4,17.00,0.00,72.00
1988,5,45.00,0.00,117.00
1988,6,13.00,0.00,18.00
1988,7,35.00,0.00,94.00
1988,8,30.00,0.00,65.00
1988,9,46.00,0.00,62.00
1988,10,25.00,0.00,55.00
1988,11,79.00,0.00,181.00
1989,12,77.00,0.00,305.00
1989,1,50.00,0.00,236.60
1989,2,0.60,0.00,2.50
1989,3,13.00,0.00,21.20
1989,4,178.00,0.00,580.00
1989,5,6.40,0.00,21.30
1989,6,4.50,0.00,9.70
1989,7,9.00,0.00,23.10
1989,8,7.00,0.00,7.00
1989,9,6.00,0.00,11.00
1989,10,0.00,0.00,0.00
1989,11,27.90,0.00,42.80
1990,12,57.00,0.00,171.00
1990,1,38.00,0.00,138.00
1990,2,21.00,0.00,27.00
1990,3,197.00,0.00,677.00
1990,4,70.00,0.00,267.00
1990,5,57.00,0.00,286.00
1990,6,60.00,0.00,102.00
1990,7,7.00,0.00,26.00
1990,8,0.00,0.00,0.00
1990,9,21.00,0.00,85.00
1990,10,8.00,0.00,16.00
1990,11,13.00,0.00,20.00
1991,12,150.00,0.00,320.00
1991,1,138.00,0.00,744.00
1991,2,152.00,0.00,762.50
1991,3,47.00,0.00,72.00
1991,4,14.50,0.00,107.50
1991,5,17.00,0.00,129.00
1991,6,12.00,0.00,34.00
1991,7,23.00,0.00,52.00
1991,8,10.00,0.00,14.00
1991,9,0.00,0.00,0.00
1991,10,3.00,0.00,3.00
1991,11,19.00,0.00,36.00
1992,12,41.00,0.00,88.00
1992,1,34.00,0.00,115.00
1992,2,83.00,0.00,348.00
1992,3,83.00,0.00,161.00
1992,4,49.00,0.00,201.00
1992,5,61.00,0.00,188.00
1992,6,4.00,0.00,9.00
1992,7,11.00,0.00,49.00
1992,8,14.00,0.00,37.00
1992,9,9.00,0.00,16.00
1992,10,11.00,0.00,16.00
1992,11,5.00,0.00,7.00
1993,12,130.00,0.00,444.00
1993,1,128.00,0.00,507.00
1993,2,53.00,0.00,234.00
1993,3,20.00,0.00,39.00
1993,4,61.00,0.00,256.00
1993,5,21.00,0.00,97.00
1993,6,24.00,0.00,120.00
1993,7,13.00,0.00,95.00
1993,8,12.00,0.00,40.00
1993,9,32.50,0.00,104.50
1993,10,11.00,0.00,22.00
1993,11,42.00,0.00,44.50
1994,12,38.00,0.00,157.00
1994,1,298.00,0.00,555.00
1994,2,169.00,0.00,607.00
1994,3,18.00,0.00,60.00
1994,4,69.00,0.00,221.50
1994,5,21.00,0.00,58.00
1994,6,32.00,0.00,56.00
1994,7,26.00,0.00,134.00
1994,8,25.00,0.00,71.00
1994,9,25.00,0.00,35.00
1994,10,12.50,0.00,22.50
1994,11,16.00,0.00,25.00
1995,12,5.50,0.00,9.10
1995,1,67.00,0.00,119.80
1995,2,147.00,0.00,751.90
1995,3,229.00,0.00,755.00
1995,4,8.00,0.00,25.50
1995,5,39.00,0.00,160.00
1995,6,39.00,0.00,118.00
1995,7,20.00,0.00,22.70
1995,8,39.00,0.00,232.00
1995,9,4.00,0.00,9.00
1995,10,33.00,0.00,83.00
1995,11,15.00,0.00,50.00
1996,12,39.00,0.00,89.00
1996,1,178.00,0.00,358.00
1996,2,52.00,0.00,269.00
1996,3,202.00,0.00,687.00
1996,4,77.00,0.00,185.00
1996,5,17.00,0.00,124.00
1996,6,24.00,0.00,96.00
1996,7,33.00,0.00,52.00
1996,8,9.00,0.00,14.00
1996,9,10.00,0.00,11.00
1996,10,101.00,0.00,256.00
1996,11,40.00,0.00,60.00
1997,12,168.00,0.00,391.00
1997,1,76.00,0.00,453.00
1997,2,100.00,0.00,509.00
1997,3,275.00,0.00,540.00
1997,4,11.00,0.00,66.00
1997,5,6.00,0.00,28.50
1997,6,12.00,0.00,70.00
1997,7,8.00,0.00,40.00
1997,8,54.00,0.00,150.50
1997,9,54.00,0.00,99.00
1997,10,14.00,0.00,52.50
1997,11,82.00,0.00,121.00
1998,12,129.00,0.00,513.50
1998,1,129.00,0.00,398.20
1998,2,163.00,0.00,556.50
1998,3,42.00,0.00,164.50
1998,4,58.00,0.00,185.50
1998,5,20.00,0.00,140.50
1998,6,20.00,0.00,45.00
1998,7,12.00,0.00,57.50
1998,8,135.00,0.00,197.00
1998,9,44.00,0.00,146.50
1998,10,35.00,0.00,91.00
1998,11,47.00,0.00,199.00
1999,12,75.00,0.00,260.00
1999,1,78.00,0.00,266.50
1999,2,408.00,0.00,1116.00
1999,3,154.00,0.00,737.50
1999,4,46.50,0.00,254.00
1999,5,7.00,0.00,33.50
1999,6,8.00,0.00,40.00
1999,7,27.00,0.00,58.00
1999,8,29.00,0.00,72.00
1999,9,29.50,0.00,101.50
1999,10,19.00,0.00,56.00
1999,11,40.00,0.00,266.00
2000,12,50.00,0.00,191.00
2000,1,41.00,0.00,116.00
2000,2,247.00,0.00,1601.50
2000,3,78.00,0.00,499.50
2000,4,117.00,0.00,517.00
2000,5,51.00,0.00,108.00
2000,6,8.00,0.00,50.50
2000,7,3.00,0.00,10.00
2000,8,43.00,0.00,81.00
2000,9,8.00,0.00,13.50
2000,10,14.00,0.00,49.50
2000,11,94.00,0.00,224.50
2001,12,202.00,0.00,642.00
2001,1,77.00,0.00,271.00
2001,2,172.00,0.00,890.00
2001,3,42.00,0.00,203.00
2001,4,42.00,0.00,223.00
2001,5,3.00,0.00,7.00
2001,6,16.00,0.00,137.00
2001,7,4.00,0.00,8.00
2001,8,8.00,0.00,18.00
2001,9,6.00,0.00,25.00
2001,10,59.00,0.00,95.00
2001,11,29.00,0.00,108.00
2002,12,7.00,0.00,15.00
2002,1,16.00,0.00,104.00
2002,2,161.00,0.00,370.50
2002,3,10.00,0.00,77.50
2002,4,42.00,0.00,177.00
2002,5,42.00,0.00,114.00
2002,6,2.00,0.00,4.50
2002,7,6.00,0.00,7.00
2002,8,22.00,0.00,77.00
2002,9,1.00,0.00,3.00
2002,10,0.00,0.00,0.00
2002,11,10.00,0.00,28.00
2003,12,90.00,0.00,145.00
2003,1,143.00,0.00,245.00
2003,2,50.00,0.00,207.00
2003,3,69.00,0.00,231.50
2003,4,112.00,0.00,208.00
2003,5,29.00,0.00,111.40
2003,6,19.00,0.00,58.50
2003,7,10.00,0.00,60.00
2003,8,22.00,0.00,46.50
2003,9,7.00,0.00,10.00
2003,10,6.00,0.00,17.00
2003,11,10.00,0.00,31.50
2004,12,69.00,0.00,215.50
2004,1,87.00,0.00,262.00
2004,2,181.00,0.00,807.50
2004,3,224.00,0.00,1296.00
2004,4,51.50,0.00,278.00
2004,5,19.00,0.00,65.00
2004,6,12.00,0.00,52.50
2004,7,20.00,0.00,73.00
2004,8,8.00,0.00,10.00
2004,9,4.00,0.00,14.00
2004,10,16.00,0.00,37.00
2004,11,24.00,0.00,70.00
2005,12,69.00,0.00,281.00
2005,1,132.00,0.00,474.00
2005,2,70.00,0.00,136.00
2005,3,269.00,0.00,382.50
2005,4,28.00,0.00,240.50
2005,5,10.00,0.00,40.00
2005,6,19.00,0.00,64.00
2005,7,33.00,0.00,121.00
2005,8,23.00,0.00,144.50
2005,9,2.00,0.00,4.00
2005,10,19.00,0.00,29.00
2005,11,10.00,0.00,35.00
2006,12,56.00,0.00,73.00
2006,1,80.00,0.00,376.00
2006,2,67.00,0.00,205.00
2006,3,203.00,0.00,671.00
2006,4,381.00,0.00,932.00
2006,5,32.00,0.00,64.50
2006,6,75.00,0.00,159.50
2006,7,20.00,0.00,76.00
2006,8,9.00,0.00,24.00
2006,9,94.00,0.00,147.00
2006,10,33.00,0.00,151.00
2006,11,11.00,0.00,39.00
2007,12,22.00,0.00,102.00
2007,1,58.00,0.00,305.50
2007,2,201.00,0.00,838.50
2007,3,65.00,0.00,240.00
2007,4,35.00,0.00,124.00
2007,5,20.00,0.00,98.50
2007,6,17.00,0.00,72.50
2007,7,7.00,0.00,25.50
2007,8,7.50,0.00,37.00
2007,9,3.00,0.00,6.00
2007,10,26.00,0.00,71.00
2007,11,22.00,0.00,111.50
2008,12,212.00,0.00,580.00
2008,1,159.00,0.00,513.50
2008,2,127.00,0.00,555.00
2008,3,309.00,0.00,909.00
2008,4,5.00,0.00,15.50
2008,5,12.00,0.00,48.00
2008,6,7.00,0.00,38.00
2008,7,35.00,0.00,91.00
2008,8,4.00,0.00,9.50
2008,9,15.00,0.00,51.50
2008,10,28.00,0.00,105.00
2008,11,52.00,0.00,142.00
2009,12,47.00,0.00,201.00
2009,1,245.00,0.00,899.00
2009,2,103.00,0.00,552.00
2009,3,73.00,0.00,174.00
2009,4,55.00,0.00,153.00
2009,5,22.00,0.00,118.00
2009,6,9.00,0.00,12.00
2009,7,7.00,0.00,17.00
2009,8,6.00,0.00,12.00
2009,9,3.00,0.00,6.50
2009,10,13.00,0.00,39.00
2009,11,82.00,0.00,245.00
2010,12,96.00,0.00,197.00
2010,1,154.00,0.00,781.00
2010,2,53.00,0.00,271.50
2010,3,123.00,0.00,531.00
2010,4,45.00,0.00,267.50
2010,5,13.00,0.00,40.00
2010,6,4.00,0.00,16.00
2010,7,14.00,0.00,66.00
2010,8,36.00,0.00,106.00
2010,9,49.00,0.00,111.00
2010,10,36.00,0.00,229.50
2010,11,32.00,0.00,156.00
2011,12,114.00,0.00,487.00
2011,1,114.00,0.00,550.50
2011,2,162.00,0.00,858.00
2011,3,198.00,0.00,523.00
2011,4,47.00,0.00,155.50
2011,5,7.00,0.00,31.00
2011,6,56.00,0.00,96.00
2011,7,12.00,0.00,37.00
2011,8,10.00,0.00,23.00
2011,9,20.00,0.00,32.50
2011,10,150.00,0.00,305.00
2011,11,19.00,0.00,81.00
2012,12,83.00,0.00,176.00
2012,1,65.00,0.00,345.00
2012,2,44.00,0.00,262.00
2012,3,141.00,0.00,875.00
2012,4,120.00,0.00,293.00
2012,5,110.00,0.00,235.50
2012,6,11.00,0.00,32.50
2012,7,88.00,0.00,99.00
2012,8,6.00,0.00,17.50
2012,9,4.00,0.00,8.50
2012,10,13.00,0.00,48.00
2012,11,20.00,0.00,50.00
2013,12,20.00,0.00,67.00
2013,1,235.00,0.00,585.50
2013,2,60.00,0.00,134.00
2013,3,54.00,0.00,274.00
2013,4,33.00,0.00,96.50
2013,5,43.00,0.00,211.00
2013,6,7.00,0.00,41.00
2013,7,9.00,0.00,80.00
2013,8,5.00,0.00,8.00
2013,9,23.00,0.00,58.00
2013,10,34.00,0.00,53.00
2013,11,98.00,0.00,253.00
2014,12,19.00,0.00,76.50
2014,1,50.00,0.00,334.00
2014,2,156.00,0.00,595.00
2014,3,152.00,0.00,508.00
2014,4,200.00,0.00,547.00
2014,5,18.00,0.00,136.00
2014,6,34.00,0.00,100.00
2014,7,9.00,0.00,40.00
2014,8,21.00,0.00,54.50
2014,9,4.00,0.00,4.00
2014,10,4.00,0.00,14.00
2014,11,13.00,0.00,32.00
2015,12,73.00,0.00,103.00
2015,1,44.00,0.00,297.50
2015,2,230.00,0.00,603.50
2015,3,161.00,0.00,370.00
2015,4,22.00,0.00,78.00
2015,5,15.00,0.00,53.00
2015,6,52.00,0.00,269.50
2015,7,9.00,0.00,42.50
2015,8,18.00,0.00,29.00
2015,9,19.00,0.00,42.00
2015,10,13.00,0.00,97.50
2015,11,21.00,0.00,88.00
2016,12,155.00,0.00,495.00
2016,1,81.00,0.00,122.50
2016,2,69.00,0.00,101.50
2016,3,63.00,0.00,244.00
2016,4,19.00,0.00,136.00
2016,5,112.00,0.00,217.50
2016,6,60.00,0.00,154.00
2016,7,45.00,0.00,146.00
2016,8,15.00,0.00,62.00
2016,9,33.00,0.00,82.00
2016,10,33.00,0.00,56.50
2016,11,7.00,0.00,26.00
2017,12,31.00,0.00,91.00
2017,1,88.00,0.00,412.00
2017,2,110.00,0.00,424.00
2017,3,39.00,0.00,126.00
2017,4,64.00,0.00,188.50
2017,5,27.00,0.00,90.00
2017,6,12.00,0.00,68.00
2017,7,32.00,0.00,102.00
2017,8,2.00,0.00,3.00
2017,9,25.00,0.00,31.50
2017,10,172.00,0.00,233.00
2017,11,30.00,0.00,115.00
2018,12,14.00,0.00,38.00
2018,1,165.00,0.00,514.50
2018,2,67.00,0.00,363.00
2018,3,403.00,0.00,1220.00
2018,4,22.00,0.00,66.00
2018,5,14.00,0.00,57.50
2018,6,11.00,0.00,69.00
2018,7,35.00,0.00,60.00
2018,8,4.00,0.00,4.00
2018,9,8.00,0.00,14.50
2018,10,13.00,0.00,23.30
2018,11,18.00,0.00,66.30
2019,12,239.00,0.00,1124.50
2019,1,350.00,0.00,1062.50
2019,2,86.00,0.00,333.00
2019,3,116.00,0.00,517.50
2019,4,121.00,0.00,261.00
2019,5,24.00,0.00,148.50
2019,6,37.00,0.00,105.50
2019,7,18.00,0.00,55.00
2019,8,32.00,0.00,41.50
2019,9,1.50,0.00,2.50
2019,10,38.00,0.00,83.50
2019,11,2.00,0.00,5.40
2020,12,25.00,0.00,97.50
2020,1,225.00,0.00,508.50
2020,2,60.00,0.00,278.50
2020,3,35.00,0.00,167.50
2020,4,12.00,0.00,33.00
2020,5,87.00,0.00,214.50
2020,6,21.50,0.00,79.00
2020,7,45.00,0.00,82.00
2020,8,7.50,0.00,23.50
2020,9,32.00,0.00,126.50
2020,10,3.00,0.00,13.50
2020,11,12.00,0.00,56.50
2021,12,63.00,0.00,216.50
2021,1,74.00,0.00,590.00
2021,2,74.00,0.00,232.00
2021,3,71.00,0.00,146.00
2021,4,168.00,0.00,680.50
2021,5,19.50,0.00,96.70
2021,6,32.50,0.00,95.50
2021,7,32.50,0.00,57.10
2021,8,14.80,0.00,48.80
2021,9,5.00,0.00,26.00
